method,split,precision,recall,f1,accuracy,false_positive_rate,flag_rate,positive_rate,auroc,auprc,score_mean,episodes,seeds
physics_violation_audit_v5,noncausal_teleport,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,478.4066,112,8
physics_violation_audit_v5,rare_valid_bounce,0.0000,0.0000,0.0000,0.9196,0.0804,0.0804,0.0000,0.0000,0.0000,166.7308,112,8
physics_violation_audit_v5,subtle_contact_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,44.3935,112,8
physics_violation_audit_v5,subtle_energy_corruption,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,71.9597,112,8
physics_violation_audit_v5,support_levitation,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,48.0587,112,8
physics_violation_audit_v5,timestamp_noncausal_corruption,1.0000,0.5268,0.6901,0.5268,0.0000,0.5268,1.0000,0.0000,1.0000,272.6173,112,8
physics_violation_audit_v5,valid_clock_skew,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,89.8198,112,8
physics_violation_audit_v5,valid_low_friction_slip,0.0000,0.0000,0.0000,0.7143,0.2857,0.2857,0.0000,0.0000,0.0000,226.5195,112,8
random_flagger,actuator_saturation,1.0000,0.5268,0.6901,0.5268,0.0000,0.5268,1.0000,0.0000,1.0000,0.5238,112,8
random_flagger,adversarial_compensated_violation,1.0000,0.4554,0.6258,0.4554,0.0000,0.4554,1.0000,0.0000,1.0000,0.4986,112,8
random_flagger,combined_violation_shift,1.0000,0.4643,0.6341,0.4643,0.0000,0.4643,1.0000,0.0000,1.0000,0.4910,112,8
random_flagger,contact_corruption,1.0000,0.6161,0.7624,0.6161,0.0000,0.6161,1.0000,0.0000,1.0000,0.5731,112,8
random_flagger,energy_work_corruption,1.0000,0.5357,0.6977,0.5357,0.0000,0.5357,1.0000,0.0000,1.0000,0.4962,112,8
random_flagger,mixed_near_threshold,1.0000,0.4821,0.6506,0.4821,0.0000,0.4821,1.0000,0.0000,1.0000,0.4954,112,8
random_flagger,nominal_valid,0.0000,0.0000,0.0000,0.5625,0.4375,0.4375,0.0000,0.0000,0.0000,0.4677,112,8
random_flagger,noncausal_teleport,1.0000,0.5089,0.6746,0.5089,0.0000,0.5089,1.0000,0.0000,1.0000,0.5127,112,8
random_flagger,rare_valid_bounce,0.0000,0.0000,0.0000,0.5357,0.4643,0.4643,0.0000,0.0000,0.0000,0.4822,112,8
random_flagger,subtle_contact_corruption,1.0000,0.5804,0.7345,0.5804,0.0000,0.5804,1.0000,0.0000,1.0000,0.5329,112,8
random_flagger,subtle_energy_corruption,1.0000,0.5804,0.7345,0.5804,0.0000,0.5804,1.0000,0.0000,1.0000,0.5080,112,8
random_flagger,support_levitation,1.0000,0.5268,0.6901,0.5268,0.0000,0.5268,1.0000,0.0000,1.0000,0.5158,112,8
random_flagger,timestamp_noncausal_corruption,1.0000,0.5446,0.7052,0.5446,0.0000,0.5446,1.0000,0.0000,1.0000,0.5632,112,8
random_flagger,valid_clock_skew,0.0000,0.0000,0.0000,0.5357,0.4643,0.4643,0.0000,0.0000,0.0000,0.4698,112,8
random_flagger,valid_low_friction_slip,0.0000,0.0000,0.0000,0.4732,0.5268,0.5268,0.0000,0.0000,0.0000,0.5111,112,8
random_forest_ensemble,actuator_saturation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9655,112,8
random_forest_ensemble,adversarial_compensated_violation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9551,112,8
random_forest_ensemble,combined_violation_shift,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.8588,112,8
random_forest_ensemble,contact_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9949,112,8
random_forest_ensemble,energy_work_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9871,112,8
random_forest_ensemble,mixed_near_threshold,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9662,112,8
random_forest_ensemble,nominal_valid,0.0000,0.0000,0.0000,0.8929,0.1071,0.1071,0.0000,0.0000,0.0000,0.1415,112,8
random_forest_ensemble,noncausal_teleport,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9850,112,8
random_forest_ensemble,rare_valid_bounce,0.0000,0.0000,0.0000,0.8482,0.1518,0.1518,0.0000,0.0000,0.0000,0.2016,112,8
random_forest_ensemble,subtle_contact_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9929,112,8
random_forest_ensemble,subtle_energy_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9126,112,8
random_forest_ensemble,support_levitation,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9733,112,8
random_forest_ensemble,timestamp_noncausal_corruption,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.9845,112,8
random_forest_ensemble,valid_clock_skew,0.0000,0.0000,0.0000,0.9107,0.0893,0.0893,0.0000,0.0000,0.0000,0.1306,112,8
random_forest_ensemble,valid_low_friction_slip,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0458,112,8
