method,split,seed,precision,recall,f1,accuracy,false_positive_rate,flag_rate,positive_rate,episodes,seeds
physics_violation_audit,contact_corruption,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,12,1
physics_violation_audit,energy_work_corruption,0,1.0000,0.6667,0.8000,0.6667,0.0000,0.6667,1.0000,12,1
physics_violation_audit,energy_work_corruption,1,1.0000,0.1667,0.2857,0.1667,0.0000,0.1667,1.0000,12,1
physics_violation_audit,energy_work_corruption,2,1.0000,0.5000,0.6667,0.5000,0.0000,0.5000,1.0000,12,1
physics_violation_audit,energy_work_corruption,3,1.0000,0.3333,0.5000,0.3333,0.0000,0.3333,1.0000,12,1
physics_violation_audit,energy_work_corruption,4,1.0000,0.5000,0.6667,0.5000,0.0000,0.5000,1.0000,12,1
physics_violation_audit,nominal_valid,0,0.0000,0.0000,0.0000,0.6667,0.3333,0.3333,0.0000,12,1
physics_violation_audit,nominal_valid,1,0.0000,0.0000,0.0000,0.9167,0.0833,0.0833,0.0000,12,1
physics_violation_audit,nominal_valid,2,0.0000,0.0000,0.0000,0.9167,0.0833,0.0833,0.0000,12,1
physics_violation_audit,nominal_valid,3,0.0000,0.0000,0.0000,0.7500,0.2500,0.2500,0.0000,12,1
physics_violation_audit,nominal_valid,4,0.0000,0.0000,0.0000,0.5833,0.4167,0.4167,0.0000,12,1
physics_violation_audit,noncausal_teleport,0,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
physics_violation_audit,noncausal_teleport,1,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
physics_violation_audit,noncausal_teleport,2,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
physics_violation_audit,noncausal_teleport,3,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
physics_violation_audit,noncausal_teleport,4,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
physics_violation_audit,support_levitation,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,12,1
physics_violation_audit,support_levitation,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,12,1
physics_violation_audit,support_levitation,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,12,1
physics_violation_audit,support_levitation,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,12,1
physics_violation_audit,support_levitation,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,12,1
random_flagger,actuator_saturation,0,1.0000,0.5833,0.7368,0.5833,0.0000,0.5833,1.0000,12,1
random_flagger,actuator_saturation,1,1.0000,0.5000,0.6667,0.5000,0.0000,0.5000,1.0000,12,1
random_flagger,actuator_saturation,2,1.0000,0.5833,0.7368,0.5833,0.0000,0.5833,1.0000,12,1
random_flagger,actuator_saturation,3,1.0000,0.5000,0.6667,0.5000,0.0000,0.5000,1.0000,12,1
random_flagger,actuator_saturation,4,1.0000,0.5833,0.7368,0.5833,0.0000,0.5833,1.0000,12,1
random_flagger,combined_violation_shift,0,1.0000,0.3333,0.5000,0.3333,0.0000,0.3333,1.0000,12,1
random_flagger,combined_violation_shift,1,1.0000,0.5833,0.7368,0.5833,0.0000,0.5833,1.0000,12,1
random_flagger,combined_violation_shift,2,1.0000,0.7500,0.8571,0.7500,0.0000,0.7500,1.0000,12,1
random_flagger,combined_violation_shift,3,1.0000,0.5833,0.7368,0.5833,0.0000,0.5833,1.0000,12,1
random_flagger,combined_violation_shift,4,1.0000,0.2500,0.4000,0.2500,0.0000,0.2500,1.0000,12,1
random_flagger,contact_corruption,0,1.0000,0.6667,0.8000,0.6667,0.0000,0.6667,1.0000,12,1
random_flagger,contact_corruption,1,1.0000,0.1667,0.2857,0.1667,0.0000,0.1667,1.0000,12,1
random_flagger,contact_corruption,2,1.0000,0.5833,0.7368,0.5833,0.0000,0.5833,1.0000,12,1
random_flagger,contact_corruption,3,1.0000,0.5000,0.6667,0.5000,0.0000,0.5000,1.0000,12,1
random_flagger,contact_corruption,4,1.0000,0.5000,0.6667,0.5000,0.0000,0.5000,1.0000,12,1
random_flagger,energy_work_corruption,0,1.0000,0.4167,0.5882,0.4167,0.0000,0.4167,1.0000,12,1
random_flagger,energy_work_corruption,1,1.0000,0.5833,0.7368,0.5833,0.0000,0.5833,1.0000,12,1
random_flagger,energy_work_corruption,2,1.0000,0.5000,0.6667,0.5000,0.0000,0.5000,1.0000,12,1
random_flagger,energy_work_corruption,3,1.0000,0.6667,0.8000,0.6667,0.0000,0.6667,1.0000,12,1
random_flagger,energy_work_corruption,4,1.0000,0.5000,0.6667,0.5000,0.0000,0.5000,1.0000,12,1
random_flagger,nominal_valid,0,0.0000,0.0000,0.0000,0.3333,0.6667,0.6667,0.0000,12,1
random_flagger,nominal_valid,1,0.0000,0.0000,0.0000,0.5000,0.5000,0.5000,0.0000,12,1
random_flagger,nominal_valid,2,0.0000,0.0000,0.0000,0.4167,0.5833,0.5833,0.0000,12,1
random_flagger,nominal_valid,3,0.0000,0.0000,0.0000,0.5833,0.4167,0.4167,0.0000,12,1
random_flagger,nominal_valid,4,0.0000,0.0000,0.0000,0.5833,0.4167,0.4167,0.0000,12,1
random_flagger,noncausal_teleport,0,1.0000,0.5000,0.6667,0.5000,0.0000,0.5000,1.0000,12,1
random_flagger,noncausal_teleport,1,1.0000,0.5833,0.7368,0.5833,0.0000,0.5833,1.0000,12,1
random_flagger,noncausal_teleport,2,1.0000,0.4167,0.5882,0.4167,0.0000,0.4167,1.0000,12,1
random_flagger,noncausal_teleport,3,1.0000,0.7500,0.8571,0.7500,0.0000,0.7500,1.0000,12,1
random_flagger,noncausal_teleport,4,1.0000,0.5000,0.6667,0.5000,0.0000,0.5000,1.0000,12,1
random_flagger,support_levitation,0,1.0000,0.2500,0.4000,0.2500,0.0000,0.2500,1.0000,12,1
random_flagger,support_levitation,1,1.0000,0.5833,0.7368,0.5833,0.0000,0.5833,1.0000,12,1
random_flagger,support_levitation,2,1.0000,0.3333,0.5000,0.3333,0.0000,0.3333,1.0000,12,1
random_flagger,support_levitation,3,1.0000,0.6667,0.8000,0.6667,0.0000,0.6667,1.0000,12,1
random_flagger,support_levitation,4,1.0000,0.4167,0.5882,0.4167,0.0000,0.4167,1.0000,12,1
supervised_failure_classifier,actuator_saturation,0,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,actuator_saturation,1,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,actuator_saturation,2,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,actuator_saturation,3,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,actuator_saturation,4,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,combined_violation_shift,0,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,combined_violation_shift,1,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,combined_violation_shift,2,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,combined_violation_shift,3,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,combined_violation_shift,4,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,contact_corruption,0,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,contact_corruption,1,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,contact_corruption,2,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,contact_corruption,3,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,contact_corruption,4,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,energy_work_corruption,0,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,energy_work_corruption,1,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,energy_work_corruption,2,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,energy_work_corruption,3,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,energy_work_corruption,4,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,nominal_valid,0,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,12,1
supervised_failure_classifier,nominal_valid,1,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,12,1
supervised_failure_classifier,nominal_valid,2,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,12,1
supervised_failure_classifier,nominal_valid,3,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,12,1
supervised_failure_classifier,nominal_valid,4,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,12,1
supervised_failure_classifier,noncausal_teleport,0,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,noncausal_teleport,1,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,noncausal_teleport,2,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,noncausal_teleport,3,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,noncausal_teleport,4,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,support_levitation,0,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,support_levitation,1,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,support_levitation,2,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,support_levitation,3,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
supervised_failure_classifier,support_levitation,4,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,12,1
