method,split,seed,episode,label,unsafe,score,threshold,flag,true_positive,false_positive,false_negative,true_negative,severity
old_v4_physics_audit,combined_violation_shift,3,3,1,1,877.650330,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,3,4,1,1,679.046753,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,3,5,1,1,656.784058,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,3,6,1,1,536.615173,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,3,7,1,1,869.297852,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,3,8,1,1,586.958313,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,3,9,1,1,1149.740601,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,4,0,1,1,1379.422607,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,4,1,1,1,1088.862305,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,4,2,1,1,715.175354,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,4,3,1,1,615.905518,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,4,4,1,1,537.150513,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,4,5,1,1,473.281738,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,4,6,1,1,499.604034,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,4,7,1,1,1324.078247,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,4,8,1,1,971.985107,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,4,9,1,1,547.617188,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,5,0,1,1,480.811646,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,5,1,1,1,806.117493,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,5,2,1,1,828.890015,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,5,3,1,1,562.744141,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,5,4,1,1,1475.718872,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,5,5,1,1,691.352112,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,5,6,1,1,1235.010864,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,5,7,1,1,656.707397,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,5,8,1,1,969.226379,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,5,9,1,1,786.944031,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,6,0,1,1,562.455872,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,6,1,1,1,567.018188,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,6,2,1,1,457.681824,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,6,3,1,1,642.686462,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,6,4,1,1,698.271118,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,6,5,1,1,903.554932,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,6,6,1,1,902.942627,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,6,7,1,1,894.595032,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,6,8,1,1,692.636475,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,6,9,1,1,535.523315,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,7,0,1,1,881.989014,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,7,1,1,1,712.833923,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,7,2,1,1,946.284912,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,7,3,1,1,704.452209,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,7,4,1,1,1043.494263,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,7,5,1,1,896.556213,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,7,6,1,1,515.815796,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,7,7,1,1,550.264038,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,7,8,1,1,1233.828369,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,combined_violation_shift,7,9,1,1,573.836487,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,0,0,1,1,250.706024,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,0,1,1,1,115.655312,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,0,2,1,1,446.095337,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,0,3,1,1,638.342773,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,0,4,1,1,319.597626,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,0,5,1,1,213.111801,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,0,6,1,1,440.020416,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,0,7,1,1,224.925919,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,0,8,1,1,580.245605,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,0,9,1,1,258.332794,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,1,0,1,1,175.225616,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,1,1,1,1,256.915283,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,1,2,1,1,348.493774,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,1,3,1,1,478.066101,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,1,4,1,1,691.834717,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,1,5,1,1,374.044159,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,1,6,1,1,499.484558,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,1,7,1,1,540.975525,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,1,8,1,1,310.178528,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,1,9,1,1,320.933533,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,2,0,1,1,200.531113,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,2,1,1,1,210.417679,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,2,2,1,1,276.928467,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,2,3,1,1,370.495331,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,2,4,1,1,365.859375,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,2,5,1,1,665.250427,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,2,6,1,1,87.147606,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,2,7,1,1,295.286133,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,2,8,1,1,659.665588,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,2,9,1,1,612.252808,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,3,0,1,1,93.397003,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,3,1,1,1,271.995422,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,3,2,1,1,81.858810,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,3,3,1,1,431.048950,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,3,4,1,1,148.785919,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,3,5,1,1,221.406998,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,3,6,1,1,490.096130,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,3,7,1,1,392.742981,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,3,8,1,1,538.506775,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,3,9,1,1,625.727905,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,4,0,1,1,758.688782,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,4,1,1,1,533.370972,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,4,2,1,1,752.331421,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,4,3,1,1,649.807495,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,4,4,1,1,388.181488,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,4,5,1,1,207.152603,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,4,6,1,1,137.209488,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,4,7,1,1,430.978455,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,4,8,1,1,691.482117,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,4,9,1,1,329.624481,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,5,0,1,1,298.074738,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,5,1,1,1,129.077286,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,5,2,1,1,248.099609,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,5,3,1,1,249.499084,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,5,4,1,1,563.686951,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,5,5,1,1,219.555267,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,5,6,1,1,231.313690,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,5,7,1,1,139.742859,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,5,8,1,1,487.074219,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,5,9,1,1,73.409683,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,6,0,1,1,542.809875,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,6,1,1,1,267.623047,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,6,2,1,1,584.630737,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,6,3,1,1,257.322388,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,6,4,1,1,242.460953,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,6,5,1,1,495.979858,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,6,6,1,1,254.605591,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,6,7,1,1,440.660248,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,6,8,1,1,268.500793,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,6,9,1,1,345.013153,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,7,0,1,1,210.542236,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,7,1,1,1,427.710266,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,7,2,1,1,462.742798,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,7,3,1,1,304.928619,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,7,4,1,1,304.207184,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,7,5,1,1,437.694244,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,7,6,1,1,259.530457,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,7,7,1,1,271.294891,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,7,8,1,1,616.379028,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,adversarial_compensated_violation,7,9,1,1,371.315674,289.868059,1,1,0,0,0,1.0000
old_v4_physics_audit,mixed_near_threshold,0,0,1,1,223.719421,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,0,1,1,1,53.887943,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,0,2,1,1,115.259758,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,0,3,1,1,90.662575,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,0,4,1,1,31.256540,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,0,5,1,1,89.298531,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,0,6,1,1,38.025810,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,0,7,1,1,55.556999,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,0,8,1,1,219.371689,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,0,9,1,1,185.822784,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,1,0,1,1,50.582893,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,1,1,1,1,104.140671,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,1,2,1,1,29.680775,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,1,3,1,1,45.472023,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,1,4,1,1,121.064392,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,1,5,1,1,98.370354,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,1,6,1,1,49.977242,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,1,7,1,1,159.570892,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,1,8,1,1,39.611629,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,1,9,1,1,46.750355,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,2,0,1,1,123.447014,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,2,1,1,1,56.774658,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,2,2,1,1,34.068157,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,2,3,1,1,33.933617,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,2,4,1,1,116.470039,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,2,5,1,1,89.919479,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,2,6,1,1,59.099693,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,2,7,1,1,66.423485,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,2,8,1,1,94.832939,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,2,9,1,1,56.171947,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,3,0,1,1,26.332340,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,3,1,1,1,29.379452,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,3,2,1,1,68.804909,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,3,3,1,1,137.610977,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,3,4,1,1,49.503349,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,3,5,1,1,97.099365,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,3,6,1,1,40.162361,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,3,7,1,1,138.635010,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,3,8,1,1,43.844879,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,3,9,1,1,158.384445,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,4,0,1,1,178.348907,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,4,1,1,1,137.347992,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,4,2,1,1,85.420364,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,4,3,1,1,51.182487,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,4,4,1,1,35.643913,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,4,5,1,1,25.082996,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,4,6,1,1,35.195850,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,4,7,1,1,234.258194,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,4,8,1,1,68.383476,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,4,9,1,1,97.938705,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,5,0,1,1,31.844345,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,5,1,1,1,62.468491,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,5,2,1,1,49.369152,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,5,3,1,1,91.898239,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,5,4,1,1,169.756439,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,5,5,1,1,56.456825,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,5,6,1,1,198.553665,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,5,7,1,1,81.508041,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,5,8,1,1,78.046661,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,5,9,1,1,103.707664,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,6,0,1,1,42.267529,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,6,1,1,1,36.907795,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,6,2,1,1,28.668327,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,6,3,1,1,115.888489,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,6,4,1,1,46.930607,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,6,5,1,1,145.450027,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,6,6,1,1,136.623444,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,6,7,1,1,52.691681,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,6,8,1,1,31.459263,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,6,9,1,1,49.171608,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,7,0,1,1,123.016273,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,7,1,1,1,46.073681,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,7,2,1,1,67.651154,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,7,3,1,1,55.374352,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,7,4,1,1,84.076279,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,7,5,1,1,130.585953,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,7,6,1,1,35.189098,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,7,7,1,1,45.848339,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,7,8,1,1,184.924606,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,mixed_near_threshold,7,9,1,1,37.909523,289.868059,0,0,0,1,0,1.0000
old_v4_physics_audit,rare_valid_bounce,0,0,0,0,177.039093,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,0,1,0,0,130.400574,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,0,2,0,0,217.632126,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,0,3,0,0,255.929565,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,0,4,0,0,167.125259,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,0,5,0,0,160.531097,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,0,6,0,0,229.929413,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,0,7,0,0,125.632111,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,0,8,0,0,273.352783,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,0,9,0,0,158.650253,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,1,0,0,0,207.408813,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,1,1,0,0,118.986481,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,1,2,0,0,190.160797,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,1,3,0,0,208.102585,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,1,4,0,0,226.817551,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,1,5,0,0,185.605713,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,1,6,0,0,205.164093,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,1,7,0,0,215.948471,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,1,8,0,0,152.107101,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,1,9,0,0,147.190704,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,2,0,0,0,121.200752,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,2,1,0,0,92.416527,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,2,2,0,0,98.078461,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,2,3,0,0,195.710938,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,2,4,0,0,153.197723,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,2,5,0,0,288.961700,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,2,6,0,0,103.212967,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,2,7,0,0,141.478973,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,2,8,0,0,262.295532,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,2,9,0,0,283.885468,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,3,0,0,0,129.026169,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,3,1,0,0,161.359329,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,3,2,0,0,95.230766,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,3,3,0,0,177.621780,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,3,4,0,0,212.575912,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,3,5,0,0,149.911713,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,3,6,0,0,270.261292,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,3,7,0,0,223.773163,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,3,8,0,0,259.286896,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,3,9,0,0,267.682709,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,4,0,0,0,337.824249,289.868059,1,0,1,0,0,1.0000
old_v4_physics_audit,rare_valid_bounce,4,1,0,0,223.598572,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,4,2,0,0,287.760498,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,4,3,0,0,307.088867,289.868059,1,0,1,0,0,1.0000
old_v4_physics_audit,rare_valid_bounce,4,4,0,0,169.785690,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,4,5,0,0,111.583153,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,4,6,0,0,216.757477,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,4,7,0,0,136.811066,289.868059,0,0,0,0,1,1.0000
old_v4_physics_audit,rare_valid_bounce,4,8,0,0,276.746674,289.868059,0,0,0,0,1,1.0000
