method,split,seed,episode,label,unsafe,score,threshold,flag,true_positive,false_positive,false_negative,true_negative,severity
no_support_check,combined_violation_shift,2,4,1,1,537.900295,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,2,5,1,1,507.635013,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,2,6,1,1,750.967979,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,2,7,1,1,411.799753,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,2,8,1,1,1179.730498,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,2,9,1,1,621.893347,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,3,0,1,1,476.920637,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,3,1,1,1,437.958679,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,3,2,1,1,659.130878,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,3,3,1,1,785.769504,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,3,4,1,1,608.603366,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,3,5,1,1,588.790369,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,3,6,1,1,447.831406,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,3,7,1,1,778.151406,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,3,8,1,1,508.912625,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,3,9,1,1,1028.170621,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,4,0,1,1,1232.140143,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,4,1,1,1,973.408056,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,4,2,1,1,640.880887,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,4,3,1,1,552.241960,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,4,4,1,1,467.678185,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,4,5,1,1,392.279280,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,4,6,1,1,417.577697,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,4,7,1,1,1182.831901,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,4,8,1,1,869.760545,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,4,9,1,1,489.557517,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,5,0,1,1,412.997773,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,5,1,1,1,721.907428,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,5,2,1,1,742.569267,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,5,3,1,1,505.066284,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,5,4,1,1,1318.253811,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,5,5,1,1,619.402455,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,5,6,1,1,1103.712036,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,5,7,1,1,588.505315,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,5,8,1,1,866.969837,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,5,9,1,1,704.980060,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,6,0,1,1,505.092893,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,6,1,1,1,475.281045,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,6,2,1,1,384.045793,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,6,3,1,1,562.281136,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,6,4,1,1,605.743159,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,6,5,1,1,809.157720,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,6,6,1,1,808.351327,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,6,7,1,1,800.523769,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,6,8,1,1,598.013095,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,6,9,1,1,480.972881,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,7,0,1,1,789.278054,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,7,1,1,1,596.275829,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,7,2,1,1,845.174335,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,7,3,1,1,631.046014,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,7,4,1,1,933.193290,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,7,5,1,1,802.238242,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,7,6,1,1,445.869707,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,7,7,1,1,482.940853,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,7,8,1,1,1102.999234,258.985284,1,1,0,0,0,1.0000
no_support_check,combined_violation_shift,7,9,1,1,496.433667,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,0,0,1,1,225.160849,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,0,1,1,1,103.847480,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,0,2,1,1,399.354613,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,0,3,1,1,570.617429,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,0,4,1,1,286.506550,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,0,5,1,1,191.667168,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,0,6,1,1,393.843355,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,0,7,1,1,202.255358,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,0,8,1,1,518.974390,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,0,9,1,1,231.887446,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,1,0,1,1,157.021880,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,1,1,1,1,230.744285,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,1,2,1,1,312.195924,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,1,3,1,1,427.739234,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,1,4,1,1,618.312376,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,1,5,1,1,335.275242,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,1,6,1,1,446.648422,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,1,7,1,1,483.787124,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,1,8,1,1,278.209134,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,1,9,1,1,287.957427,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,2,0,1,1,180.378666,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,2,1,1,1,189.351042,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,2,2,1,1,248.767759,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,2,3,1,1,331.814452,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,2,4,1,1,327.719513,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,2,5,1,1,594.420056,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,2,6,1,1,79.675383,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,2,7,1,1,265.171606,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,2,8,1,1,589.613375,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,2,9,1,1,547.369802,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,3,0,1,1,84.757931,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,3,1,1,1,244.098615,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,3,2,1,1,74.201289,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,3,3,1,1,385.823105,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,3,4,1,1,133.844385,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,3,5,1,1,199.077592,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,3,6,1,1,438.487336,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,3,7,1,1,351.555428,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,3,8,1,1,481.538562,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,3,9,1,1,559.282311,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,4,0,1,1,677.918768,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,4,1,1,1,477.071282,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,4,2,1,1,672.197202,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,4,3,1,1,580.848374,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,4,4,1,1,347.676117,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,4,5,1,1,186.315873,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,4,6,1,1,125.729066,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,4,7,1,1,386.407202,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,4,8,1,1,617.844207,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,4,9,1,1,295.466314,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,5,0,1,1,267.375675,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,5,1,1,1,116.163424,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,5,2,1,1,222.843368,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,5,3,1,1,224.150475,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,5,4,1,1,503.960146,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,5,5,1,1,197.547886,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,5,6,1,1,207.947293,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,5,7,1,1,125.295440,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,5,8,1,1,435.808665,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,5,9,1,1,66.945763,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,6,0,1,1,485.257036,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,6,1,1,1,240.226026,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,6,2,1,1,522.431825,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,6,3,1,1,230.965977,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,6,4,1,1,217.808683,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,6,5,1,1,443.863524,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,6,6,1,1,228.642886,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,6,7,1,1,394.441662,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,6,8,1,1,240.947687,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,6,9,1,1,309.939995,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,7,0,1,1,189.449216,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,7,1,1,1,382.732188,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,7,2,1,1,413.862592,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,7,3,1,1,273.533146,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,7,4,1,1,273.032522,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,7,5,1,1,392.711920,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,7,6,1,1,233.314221,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,7,7,1,1,243.489489,258.985284,0,0,0,1,0,1.0000
no_support_check,adversarial_compensated_violation,7,8,1,1,551.091714,258.985284,1,1,0,0,0,1.0000
no_support_check,adversarial_compensated_violation,7,9,1,1,332.591668,258.985284,1,1,0,0,0,1.0000
no_support_check,mixed_near_threshold,0,0,1,1,199.845295,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,0,1,1,1,48.684498,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,0,2,1,1,103.339171,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,0,3,1,1,80.807364,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,0,4,1,1,27.049459,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,0,5,1,1,80.222957,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,0,6,1,1,32.252410,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,0,7,1,1,50.386855,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,0,8,1,1,196.194981,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,0,9,1,1,166.122229,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,1,0,1,1,45.577537,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,1,1,1,1,93.308584,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,1,2,1,1,25.842961,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,1,3,1,1,39.927710,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,1,4,1,1,108.483646,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,1,5,1,1,87.715065,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,1,6,1,1,45.023545,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,1,7,1,1,141.383386,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,1,8,1,1,34.964602,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,1,9,1,1,42.300971,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,2,0,1,1,110.676522,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,2,1,1,1,51.348956,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,2,2,1,1,28.441882,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,2,3,1,1,29.014579,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,2,4,1,1,104.513134,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,2,5,1,1,80.795962,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,2,6,1,1,53.426087,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,2,7,1,1,56.647154,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,2,8,1,1,85.023336,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,2,9,1,1,48.303337,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,3,0,1,1,23.192200,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,3,1,1,1,25.455204,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,3,2,1,1,61.971122,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,3,3,1,1,123.418024,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,3,4,1,1,44.669012,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,3,5,1,1,87.068599,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,3,6,1,1,34.018618,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,3,7,1,1,124.120275,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,3,8,1,1,38.858471,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,3,9,1,1,141.820786,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,4,0,1,1,159.379586,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,4,1,1,1,123.068049,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,4,2,1,1,76.786037,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,4,3,1,1,46.534288,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,4,4,1,1,31.890753,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,4,5,1,1,21.612044,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,4,6,1,1,30.677985,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,4,7,1,1,209.321392,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,4,8,1,1,61.440940,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,4,9,1,1,87.376576,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,5,0,1,1,28.102215,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,5,1,1,1,56.158612,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,5,2,1,1,44.581710,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,5,3,1,1,82.513048,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,5,4,1,1,151.951089,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,5,5,1,1,50.950851,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,5,6,1,1,177.571931,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,5,7,1,1,73.274522,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,5,8,1,1,70.074180,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,5,9,1,1,93.129470,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,6,0,1,1,38.176298,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,6,1,1,1,32.156366,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,6,2,1,1,24.160415,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,6,3,1,1,101.376854,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,6,4,1,1,42.514484,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,6,5,1,1,130.283502,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,6,6,1,1,122.331179,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,6,7,1,1,47.490888,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,6,8,1,1,27.760706,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,6,9,1,1,44.396102,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,7,0,1,1,110.393536,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,7,1,1,1,39.488626,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,7,2,1,1,60.919997,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,7,3,1,1,49.483719,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,7,4,1,1,75.903720,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,7,5,1,1,117.191074,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,7,6,1,1,30.379297,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,7,7,1,1,40.587274,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,7,8,1,1,165.329921,258.985284,0,0,0,1,0,1.0000
no_support_check,mixed_near_threshold,7,9,1,1,32.729706,258.985284,0,0,0,1,0,1.0000
no_support_check,rare_valid_bounce,0,0,0,0,159.115123,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,0,1,0,0,116.900993,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,0,2,0,0,194.805103,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,0,3,0,0,228.758266,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,0,4,0,0,149.799891,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,0,5,0,0,144.502470,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,0,6,0,0,205.780385,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,0,7,0,0,112.922484,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,0,8,0,0,244.474321,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,0,9,0,0,142.393079,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,1,0,0,0,185.879270,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,1,1,0,0,106.840526,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,1,2,0,0,170.313334,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,1,3,0,0,186.166831,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,1,4,0,0,202.680505,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,1,5,0,0,166.342024,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,1,6,0,0,183.433303,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,1,7,0,0,193.101687,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,1,8,0,0,136.399039,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,1,9,0,0,132.019925,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,2,0,0,0,109.074598,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,2,1,0,0,83.130605,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,2,2,0,0,88.061042,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,2,3,0,0,175.259733,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,2,4,0,0,137.200313,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,2,5,0,0,258.170207,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,2,6,0,0,92.800858,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,2,7,0,0,127.011297,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,2,8,0,0,234.421752,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,2,9,0,0,253.768033,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,3,0,0,0,116.077741,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,3,1,0,0,144.773317,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,3,2,0,0,85.581462,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,3,3,0,0,158.954981,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,3,4,0,0,190.821325,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,3,5,0,0,134.752999,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,3,6,0,0,241.782257,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,3,7,0,0,200.289454,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,3,8,0,0,231.835574,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,3,9,0,0,239.228883,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,4,0,0,0,301.861064,258.985284,1,0,1,0,0,1.0000
no_support_check,rare_valid_bounce,4,1,0,0,199.977817,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,4,2,0,0,257.088073,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,4,3,0,0,274.471744,258.985284,1,0,1,0,0,1.0000
no_support_check,rare_valid_bounce,4,4,0,0,152.036670,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,4,5,0,0,100.322315,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,4,6,0,0,194.544703,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,4,7,0,0,122.619547,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,4,8,0,0,247.251314,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,4,9,0,0,179.851233,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,5,0,0,0,109.723390,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,5,1,0,0,116.180068,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,5,2,0,0,141.328945,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,5,3,0,0,116.565701,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,5,4,0,0,294.371490,258.985284,1,0,1,0,0,1.0000
no_support_check,rare_valid_bounce,5,5,0,0,70.634558,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,5,6,0,0,78.404011,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,5,7,0,0,128.324855,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,5,8,0,0,191.941506,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,5,9,0,0,96.424489,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,6,0,0,0,220.084107,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,6,1,0,0,140.568717,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,6,2,0,0,277.065244,258.985284,1,0,1,0,0,1.0000
no_support_check,rare_valid_bounce,6,3,0,0,129.378809,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,6,4,0,0,143.116152,258.985284,0,0,0,0,1,1.0000
no_support_check,rare_valid_bounce,6,5,0,0,203.321624,258.985284,0,0,0,0,1,1.0000
