split,seed,episode,severity,label,unsafe,corruption,max_pose_jump,max_accel,contact_without_accel,motion_without_contact,energy_work_mismatch,support_violation,penetration_depth,friction_slip_inconsistency,actuator_saturation_score,causality_jump_score,max_contact_force,mean_contact_force,path_length,work_proxy,kinetic_energy_gain,z_range,timestamp_skew_score,impact_consistency_score,rare_valid_contact_score,noise_level
contact_corruption,6,102,0.7000,1,1,contact_corruption,0.008926,42.497512,1.739591,0.867144,0.019078,0.000000,0.007000,815.920065,0.000000,0.255017,319.054065,29.314172,0.319443,0.559696,0.310442,0.009910,0.000000,0.381749,7.334996,0.001000
energy_work_corruption,7,103,0.8000,1,1,energy_work_corruption,0.028062,143.788293,0.000000,1.022930,0.252535,0.000000,0.000358,2162.243314,0.000000,0.801775,8.097646,1.109760,0.395805,0.181598,0.645553,0.007729,0.000000,0.000001,0.055927,0.001500
support_levitation,0,104,0.9000,1,1,support_levitation,0.079133,31.546648,0.004714,1.031560,0.143159,0.173913,0.000999,1309.830972,0.000000,2.260946,7.365176,1.053424,0.488430,0.409194,0.486414,0.084683,0.000000,0.000001,0.226296,0.002000
actuator_saturation,1,105,1.0000,1,1,actuator_saturation,0.044804,30.622706,0.013402,0.712295,0.021273,0.000000,0.000468,1309.615744,4.480365,1.280112,6.836842,1.880353,0.326652,0.408309,0.249721,0.001860,0.000000,0.356770,0.216200,0.000000
noncausal_teleport,2,106,1.1000,1,1,noncausal_teleport,0.083553,69.586286,0.022391,8.354234,0.043005,0.000000,0.000604,14669.911437,0.000000,2.387229,7.405817,0.804380,0.394583,0.219818,0.173181,0.003254,0.000000,0.000001,0.104919,0.000500
subtle_contact_corruption,3,107,1.2000,1,1,subtle_contact_corruption,0.009326,38.534459,1.120127,0.721019,0.025055,0.000000,0.004995,1192.088643,0.000000,0.266457,205.200000,19.010930,0.382151,0.367612,0.283004,0.005367,0.000000,0.104831,5.190409,0.001000
subtle_energy_corruption,4,108,0.4000,1,1,subtle_energy_corruption,0.010007,29.348343,0.016231,0.960544,0.024030,0.000000,0.000768,1407.724757,0.000000,0.285912,9.397298,1.558386,0.375343,0.236538,0.344172,0.007516,0.000000,0.000001,0.309648,0.001500
timestamp_noncausal_corruption,5,109,0.5000,1,1,timestamp_noncausal_corruption,0.024699,97.166670,0.025432,2.466868,0.045897,0.000000,0.001443,3043.402309,0.000000,0.705697,20.751955,1.967620,0.517201,0.363017,0.493874,0.010298,0.005000,0.000000,0.211395,0.002000
adversarial_compensated_violation,6,110,0.6000,1,1,adversarial_compensated_violation,0.027658,66.472214,0.199997,2.765808,0.116434,0.000000,0.000712,4349.403838,0.000000,0.790231,51.638457,5.340880,0.633323,2.090149,0.632258,0.006582,0.000000,0.000001,0.765329,0.000000
mixed_near_threshold,7,111,0.7000,1,1,mixed_near_threshold,0.028832,47.566909,0.016248,1.175927,0.070185,0.000000,0.003015,1726.416091,0.000000,0.823763,17.735717,1.303737,0.345526,0.318838,0.390695,0.029263,0.000000,0.000000,0.365181,0.000500
nominal_valid,0,112,0.8000,0,0,nominal_valid,0.014688,33.239983,0.006063,1.204277,0.020929,0.000000,0.000372,1185.664189,0.000000,0.419670,7.070522,1.209674,0.538083,0.360077,0.295991,0.012883,0.000000,0.286829,0.206499,0.001000
rare_valid_bounce,1,113,0.9000,0,0,rare_valid_bounce,0.031039,76.027535,0.000000,3.090021,0.117878,0.000000,0.000381,5876.410488,0.000000,0.886818,21.617419,0.807929,0.829653,0.804991,0.873061,0.016265,0.000000,0.000000,0.280645,0.001500
valid_clock_skew,2,114,1.0000,0,0,valid_clock_skew,0.018936,22.975845,0.000000,1.557818,0.022371,0.000000,0.000573,1950.952162,0.000000,0.541028,6.380144,0.888352,0.608336,0.241409,0.277853,0.018777,0.023807,0.326804,0.266107,0.002000
valid_low_friction_slip,3,115,1.1000,0,0,valid_low_friction_slip,0.023082,22.903736,0.026609,2.308033,0.031961,0.000000,0.000433,8993.607727,0.000000,0.659479,4.789626,0.339335,0.692702,0.194386,0.359973,0.018101,0.000000,0.000001,0.200371,0.000000
contact_corruption,4,116,1.2000,1,1,contact_corruption,0.006113,27.701371,2.994622,0.535384,0.010860,0.000000,0.012174,1161.159084,0.000000,0.174663,542.176580,47.600036,0.263506,0.147425,0.095984,0.002387,0.000000,0.000154,18.890268,0.000500
energy_work_corruption,5,117,0.4000,1,1,energy_work_corruption,0.016785,82.023293,0.012981,0.837418,0.080230,0.000000,0.000486,1040.438073,0.000000,0.479580,7.694441,1.108668,0.354385,0.237707,0.334923,0.004763,0.000000,0.115422,0.092678,0.001000
support_levitation,6,118,0.5000,1,1,support_levitation,0.043647,18.448791,0.003002,0.943882,0.057017,0.000000,0.000449,1680.393917,0.000000,1.247059,6.589524,0.890781,0.384262,0.255276,0.243605,0.049239,0.000000,0.000000,0.338814,0.001500
actuator_saturation,7,119,0.6000,1,1,actuator_saturation,0.019553,31.255914,0.014843,1.098990,0.028563,0.000000,0.000779,1351.651200,1.953961,0.558666,17.839964,2.297786,0.468296,0.493042,0.391250,0.010956,0.000000,0.044046,0.553076,0.002000
noncausal_teleport,0,120,0.7000,1,1,noncausal_teleport,0.052975,39.043995,0.006306,5.297305,0.013392,0.000000,0.000472,5767.883875,0.000000,1.513584,6.499859,1.111325,0.287637,0.256329,0.116342,0.002283,0.000000,0.405749,0.162318,0.000000
subtle_contact_corruption,1,121,0.8000,1,1,subtle_contact_corruption,0.007417,20.229580,0.740468,0.623183,0.011095,0.000000,0.003309,1244.743739,0.000000,0.211910,139.136542,12.569948,0.346587,0.228014,0.120475,0.003079,0.000000,0.017780,6.553900,0.000500
subtle_energy_corruption,2,122,0.9000,1,1,subtle_energy_corruption,0.011670,67.072992,0.000000,0.753140,0.075576,0.000000,0.000538,1441.843497,0.000000,0.333428,6.976586,0.927473,0.393138,0.285992,0.333347,0.006137,0.000000,0.000002,0.102487,0.001000
timestamp_noncausal_corruption,3,123,1.0000,1,1,timestamp_noncausal_corruption,0.049550,42.815469,0.000000,4.954275,0.023102,0.000000,0.000375,4985.264024,0.000000,1.415716,5.196648,1.293564,0.438684,0.434280,0.262402,0.010060,0.010000,0.467688,0.118603,0.001500
adversarial_compensated_violation,4,124,1.1000,1,1,adversarial_compensated_violation,0.054022,77.386019,0.355839,5.382983,0.117540,0.000000,0.001583,5737.392892,0.000000,1.543485,66.000000,9.840107,0.811871,3.803094,0.724142,0.029424,0.000000,0.000000,0.841987,0.002000
mixed_near_threshold,5,125,1.2000,1,1,mixed_near_threshold,0.050476,80.969516,0.006669,0.532323,0.152106,0.000000,0.005572,762.761488,0.000000,1.442166,4.652250,1.008794,0.323264,0.308810,0.378530,0.047604,0.000000,0.189248,0.056756,0.000000
nominal_valid,6,126,0.4000,0,0,nominal_valid,0.013401,23.995559,0.001995,1.337282,0.023065,0.000000,0.000645,1893.155405,0.000000,0.382875,8.780532,1.369575,0.445166,0.340391,0.245349,0.011489,0.000000,0.038113,0.351284,0.000500
rare_valid_bounce,7,127,0.5000,0,0,rare_valid_bounce,0.026543,72.683804,0.008753,2.633746,0.073884,0.000000,0.001458,3799.873105,0.000000,0.758373,14.130499,0.663079,0.773224,0.721883,0.488132,0.015503,0.000000,0.000001,0.191772,0.001000
valid_clock_skew,0,128,0.6000,0,0,valid_clock_skew,0.017178,27.797031,0.000000,1.400463,0.015457,0.000000,0.000522,1834.794470,0.000000,0.490802,7.275643,1.013521,0.574696,0.208200,0.262688,0.014177,0.021751,0.222999,0.252653,0.001500
valid_low_friction_slip,1,129,0.7000,0,0,valid_low_friction_slip,0.020181,34.623590,0.000000,1.960847,0.025627,0.000000,0.000498,5967.095784,0.000000,0.576605,3.742441,0.261822,0.703144,0.169357,0.308864,0.017541,0.000000,0.000000,0.105055,0.002000
contact_corruption,2,130,0.8000,1,1,contact_corruption,0.009035,33.639049,2.051905,0.717580,0.024333,0.000000,0.008779,956.557760,0.000000,0.258140,370.841187,33.162386,0.266794,0.311601,0.261403,0.003064,0.000000,0.012261,10.705871,0.000000
energy_work_corruption,3,131,0.9000,1,1,energy_work_corruption,0.035309,157.308986,0.000000,3.529042,0.355384,0.000000,0.000485,7462.235366,0.000000,1.008829,6.173389,0.810646,0.330417,0.169977,0.570375,0.003011,0.000000,0.000001,0.038996,0.000500
support_levitation,4,132,1.0000,1,1,support_levitation,0.086836,23.496929,0.016473,0.782559,0.138569,0.173913,0.000736,1392.768566,0.000000,2.481038,7.557652,1.201016,0.349954,0.329517,0.399150,0.089029,0.000000,0.000000,0.308514,0.001000
actuator_saturation,5,133,1.1000,1,1,actuator_saturation,0.048578,42.746396,0.000345,1.007762,0.037973,0.000000,0.000748,1090.018550,4.832597,1.387930,8.818409,1.865151,0.518179,0.627887,0.328899,0.007594,0.000000,0.492377,0.201580,0.001500
noncausal_teleport,6,134,1.2000,1,1,noncausal_teleport,0.094689,64.145036,0.006780,9.465150,0.046042,0.000000,0.001060,11070.690504,0.000000,2.705413,12.765109,1.834054,0.623423,0.389163,0.387722,0.018280,0.000000,0.000000,0.195949,0.002000
subtle_contact_corruption,7,135,0.4000,1,1,subtle_contact_corruption,0.006523,26.368520,0.378001,0.545223,0.012735,0.000000,0.001860,743.977159,0.000000,0.186367,72.591141,7.041048,0.240863,0.223180,0.139022,0.001676,0.000000,0.070020,2.652359,0.000000
subtle_energy_corruption,0,136,0.5000,1,1,subtle_energy_corruption,0.009757,37.141724,0.025117,0.682764,0.028481,0.000000,0.000508,878.145746,0.000000,0.278759,6.460095,1.453438,0.325196,0.295995,0.329756,0.004103,0.000000,0.369537,0.169371,0.000500
timestamp_noncausal_corruption,1,137,0.6000,1,1,timestamp_noncausal_corruption,0.026046,32.841943,0.000000,2.600950,0.018501,0.000000,0.001150,3700.057681,0.000000,0.744159,10.461405,1.017882,0.383305,0.191624,0.212937,0.005191,0.006000,0.000001,0.309125,0.001000
adversarial_compensated_violation,2,138,0.7000,1,1,adversarial_compensated_violation,0.035064,84.637587,0.222728,3.496003,0.172728,0.000000,0.000330,5848.919634,0.000000,1.001816,42.000000,6.375633,0.712126,2.599832,0.918722,0.008836,0.000000,0.000000,0.490439,0.001500
mixed_near_threshold,3,139,0.8000,1,1,mixed_near_threshold,0.034370,55.794062,0.018542,1.076678,0.104632,0.000000,0.003339,1591.699857,0.000000,0.982006,8.544132,1.182580,0.457548,0.414368,0.375166,0.037550,0.000000,0.165428,0.150441,0.002000
nominal_valid,4,140,0.9000,0,0,nominal_valid,0.017644,16.098052,0.023600,1.185925,0.025193,0.000000,0.000501,2157.358852,0.000000,0.504111,6.706074,1.233308,0.592117,0.287103,0.427570,0.013818,0.000000,0.028244,0.392213,0.000000
rare_valid_bounce,5,141,1.0000,0,0,rare_valid_bounce,0.025631,80.940729,0.076972,2.155336,0.141719,0.000000,0.001284,2960.764401,0.000000,0.732304,48.276659,2.244755,0.858156,3.267214,1.067319,0.017504,0.000000,0.000001,0.589166,0.000500
valid_clock_skew,6,142,1.1000,0,0,valid_clock_skew,0.018256,18.001262,0.000000,1.574322,0.021535,0.000000,0.000398,2935.168079,0.000000,0.521596,6.951807,0.943942,0.584771,0.208478,0.297235,0.014939,0.028670,0.121824,0.365860,0.001000
valid_low_friction_slip,7,143,1.2000,0,0,valid_low_friction_slip,0.019838,15.880127,0.000000,1.973689,0.028535,0.000000,0.000406,6574.678632,0.000000,0.566808,3.287283,0.383041,0.667130,0.197155,0.375913,0.016190,0.000000,0.000000,0.194743,0.001500
contact_corruption,0,144,0.4000,1,1,contact_corruption,0.011304,33.453077,0.975129,1.075135,0.014520,0.000000,0.004000,1280.573284,0.000000,0.322972,181.669320,16.557322,0.466600,0.239215,0.213361,0.009574,0.000000,0.351948,5.272949,0.002000
energy_work_corruption,1,145,0.5000,1,1,energy_work_corruption,0.021408,103.029616,0.001977,0.616018,0.192346,0.000000,0.000437,1113.335397,0.000000,0.611649,6.899540,1.053198,0.352711,0.298148,0.391505,0.001205,0.000000,0.192109,0.066323,0.000000
support_levitation,2,146,0.6000,1,1,support_levitation,0.051600,29.420409,0.012338,0.728945,0.111172,0.173913,0.000570,905.910328,0.000000,1.474290,16.419676,1.578637,0.289710,0.387737,0.399115,0.053855,0.000000,0.000001,0.539759,0.000500
actuator_saturation,3,147,0.7000,1,1,actuator_saturation,0.031763,30.771771,0.000000,0.709521,0.017158,0.000000,0.000558,1373.923847,3.176265,0.907506,4.035448,0.846467,0.392978,0.247088,0.164295,0.005706,0.000000,0.359085,0.127014,0.001000
noncausal_teleport,4,148,0.8000,1,1,noncausal_teleport,0.056278,31.694873,0.005428,5.619322,0.011684,0.000000,0.000419,12023.101401,0.000000,1.607929,4.607273,0.568569,0.437873,0.185452,0.168612,0.006212,0.000000,0.000000,0.140917,0.001500
subtle_contact_corruption,5,149,0.9000,1,1,subtle_contact_corruption,0.011977,22.460730,0.830844,0.793442,0.012611,0.000000,0.003680,1748.283766,0.000000,0.342208,156.751245,13.922047,0.426036,0.151635,0.178968,0.007966,0.000000,0.002530,6.681431,0.002000
subtle_energy_corruption,6,150,1.0000,1,1,subtle_energy_corruption,0.014658,72.137959,0.012698,1.465704,0.079859,0.000000,0.000421,1906.415176,0.000000,0.418793,5.948364,1.444547,0.353548,0.417827,0.433845,0.002251,0.000000,0.440167,0.081331,0.000000
timestamp_noncausal_corruption,7,151,1.1000,1,1,timestamp_noncausal_corruption,0.047941,48.345859,0.009194,4.792128,0.016793,0.000000,0.000585,8499.968128,0.000000,1.369738,3.366128,0.453326,0.383525,0.173466,0.117180,0.003641,0.011000,0.000003,0.068215,0.000500
adversarial_compensated_violation,0,152,1.2000,1,1,adversarial_compensated_violation,0.061753,82.353709,0.391335,6.172888,0.121083,0.000000,0.000690,14855.733279,0.000000,1.764378,72.000000,9.570392,0.652494,3.073334,0.472492,0.004486,0.000000,0.000001,0.863789,0.001000
mixed_near_threshold,1,153,0.4000,1,1,mixed_near_threshold,0.018833,55.853894,0.010160,0.947929,0.082282,0.000000,0.002064,1228.867687,0.000000,0.538072,9.799346,1.469969,0.389628,0.248161,0.448862,0.021609,0.000000,0.000001,0.172360,0.001500
nominal_valid,2,154,0.5000,0,0,nominal_valid,0.016317,28.621721,0.000000,1.044644,0.017671,0.000000,0.000663,1316.609325,0.000000,0.466200,7.476230,1.058077,0.580557,0.305632,0.287997,0.015397,0.000000,0.313736,0.252390,0.002000
rare_valid_bounce,3,155,0.6000,0,0,rare_valid_bounce,0.024839,88.931844,0.064521,2.422375,0.086297,0.000000,0.000429,4463.371136,0.000000,0.709681,11.613869,0.459818,0.750380,0.571309,0.592024,0.012526,0.000000,0.000006,0.129141,0.000000
valid_clock_skew,4,156,0.7000,0,0,valid_clock_skew,0.015418,45.319697,0.044237,1.492604,0.036855,0.000000,0.000813,1970.586226,0.000000,0.440514,12.811149,1.846050,0.558106,0.361451,0.365628,0.015020,0.040576,0.000001,0.276581,0.000500
valid_low_friction_slip,5,157,0.8000,0,0,valid_low_friction_slip,0.017109,15.184025,0.000333,1.431875,0.017526,0.000000,0.000421,4701.554691,0.000000,0.488830,2.649640,0.385667,0.544001,0.180520,0.272265,0.012799,0.000000,0.000001,0.163719,0.001000
contact_corruption,6,158,0.9000,1,1,contact_corruption,0.010292,30.527096,2.227822,1.023516,0.011540,0.000000,0.009334,2159.182306,0.000000,0.294060,405.799166,35.644678,0.380383,0.114311,0.146258,0.008401,0.000000,0.000953,12.871441,0.001500
energy_work_corruption,7,159,1.0000,1,1,energy_work_corruption,0.035137,186.774656,0.014033,0.941694,0.393652,0.000000,0.000903,1142.958078,0.000000,1.003907,8.327964,1.385894,0.500791,0.343349,0.846751,0.009398,0.000000,0.164716,0.044351,0.002000
support_levitation,0,160,1.1000,1,1,support_levitation,0.093623,54.501632,0.046944,0.912119,0.202141,0.173913,0.000831,980.122350,0.000000,2.674929,17.358045,1.986108,0.319911,0.587439,0.645392,0.095200,0.000000,0.000002,0.312748,0.000000
actuator_saturation,1,161,1.2000,1,1,actuator_saturation,0.054023,16.600665,0.009717,0.803058,0.013833,0.000000,0.000502,2541.226333,5.402243,1.543525,8.324222,1.095725,0.415873,0.287478,0.178738,0.002587,0.000000,0.364852,0.472949,0.000500
noncausal_teleport,2,162,0.4000,1,1,noncausal_teleport,0.034112,38.643282,0.018852,3.411087,0.015807,0.000000,0.000484,4531.415247,0.000000,0.974628,6.469153,1.021063,0.320981,0.225061,0.168879,0.004992,0.000000,0.258647,0.163184,0.001000
subtle_contact_corruption,3,163,0.5000,1,1,subtle_contact_corruption,0.009786,26.975084,0.464114,0.397359,0.014825,0.000000,0.001900,366.206715,0.000000,0.279589,87.732456,8.644716,0.358021,0.312102,0.197735,0.010287,0.000000,0.373046,3.136093,0.001500
subtle_energy_corruption,4,164,0.6000,1,1,subtle_energy_corruption,0.015314,46.309852,0.000000,0.938175,0.053223,0.000000,0.000363,1563.994379,0.000000,0.437549,4.582298,1.025837,0.409156,0.237401,0.274516,0.008226,0.000000,0.282348,0.096857,0.002000
timestamp_noncausal_corruption,5,165,0.7000,1,1,timestamp_noncausal_corruption,0.033143,55.205741,0.015553,3.314314,0.032338,0.000000,0.000446,7810.874531,0.000000,0.946956,3.481573,0.696326,0.380704,0.242888,0.181084,0.001440,0.007000,0.000001,0.061943,0.000000
adversarial_compensated_violation,6,166,0.8000,1,1,adversarial_compensated_violation,0.039614,72.156596,0.256874,3.960424,0.161323,0.000000,0.002433,3763.029513,0.000000,1.131838,48.000000,7.675803,0.707330,3.154708,0.935099,0.029191,0.000000,0.000001,0.656127,0.000500
mixed_near_threshold,7,167,0.9000,1,1,mixed_near_threshold,0.038577,53.044986,0.033924,1.737801,0.085697,0.000000,0.003615,2342.209314,0.000000,1.102194,11.162461,1.713512,0.409845,0.492836,0.424592,0.039106,0.000000,0.000001,0.206540,0.001000
nominal_valid,0,168,1.0000,0,0,nominal_valid,0.018289,32.437886,0.000000,1.644473,0.022279,0.000000,0.000630,1908.672080,0.000000,0.522538,6.222740,0.827626,0.640869,0.255633,0.268948,0.018055,0.000000,0.249613,0.186098,0.001500
rare_valid_bounce,1,169,1.1000,0,0,rare_valid_bounce,0.024325,76.280546,0.000000,2.367171,0.070881,0.000000,0.000489,6202.445188,0.000000,0.694997,5.408263,0.094744,0.835121,0.108404,0.357313,0.017356,0.000000,0.000000,0.069982,0.002000
valid_clock_skew,2,170,1.2000,0,0,valid_clock_skew,0.017288,27.394042,0.008495,1.268846,0.021321,0.000000,0.000883,1692.277206,0.000000,0.493953,5.708335,1.241755,0.635968,0.349863,0.346997,0.011753,0.036571,0.323933,0.201040,0.000000
valid_low_friction_slip,3,171,0.4000,0,0,valid_low_friction_slip,0.016767,18.190528,0.000000,1.120925,0.016290,0.000000,0.000422,2810.135562,0.000000,0.479067,5.300206,0.408223,0.472892,0.176344,0.262241,0.011442,0.000000,0.000001,0.276189,0.000500
contact_corruption,4,172,0.5000,1,1,contact_corruption,0.008166,28.120271,1.256813,0.637153,0.014834,0.000000,0.005031,966.127769,0.000000,0.233303,227.520009,20.681472,0.298656,0.221624,0.200909,0.005452,0.000000,0.000889,7.813114,0.001000
energy_work_corruption,5,173,0.6000,1,1,energy_work_corruption,0.023556,108.577043,0.031495,2.291737,0.114042,0.000000,0.000878,2457.172918,0.000000,0.673019,19.318002,2.854519,0.421556,0.520337,0.698981,0.008876,0.000000,0.082900,0.176296,0.001500
support_levitation,6,174,0.7000,1,1,support_levitation,0.060833,22.578053,0.000000,0.891556,0.100942,0.173913,0.000450,1280.555450,0.000000,1.738097,6.739038,0.851663,0.452132,0.284544,0.342516,0.067786,0.000000,0.224494,0.285818,0.002000
actuator_saturation,7,175,0.8000,1,1,actuator_saturation,0.036305,16.179352,0.000000,3.629875,0.010423,0.000000,0.000432,8118.700426,3.629875,1.037273,6.059372,0.821682,0.378018,0.233937,0.121490,0.001356,0.000000,0.068857,0.352713,0.000000
noncausal_teleport,0,176,0.9000,1,1,noncausal_teleport,0.070700,52.096617,0.000219,7.069479,0.011034,0.000000,0.000479,9081.306681,0.000000,2.020011,7.646795,1.318347,0.337193,0.335653,0.147466,0.002600,0.000000,0.364759,0.144017,0.000500
subtle_contact_corruption,1,177,1.0000,1,1,subtle_contact_corruption,0.007102,18.312581,0.938926,0.573136,0.008815,0.000000,0.004277,951.627634,0.000000,0.202901,171.809539,15.702912,0.316145,0.216347,0.140220,0.005659,0.000000,0.196821,8.896249,0.001000
subtle_energy_corruption,2,178,1.1000,1,1,subtle_energy_corruption,0.017838,78.256487,0.000000,0.979832,0.079151,0.000000,0.000440,2844.459745,0.000000,0.509671,2.964016,0.291891,0.414396,0.077099,0.206847,0.007444,0.000000,0.000001,0.037398,0.001500
timestamp_noncausal_corruption,3,179,1.2000,1,1,timestamp_noncausal_corruption,0.052749,38.353726,0.000000,5.274736,0.015214,0.000000,0.000406,14465.653342,0.000000,1.507104,6.854353,0.502696,0.512067,0.172015,0.261686,0.008364,0.012000,0.000000,0.174173,0.002000
adversarial_compensated_violation,4,180,0.4000,1,1,adversarial_compensated_violation,0.026034,75.279646,0.121924,2.603361,0.086705,0.000000,0.000429,6443.622586,0.000000,0.743843,24.000000,3.251552,0.562040,1.099613,0.281746,0.002199,0.000000,0.000001,0.314632,0.000000
mixed_near_threshold,5,181,0.5000,1,1,mixed_near_threshold,0.020532,45.620541,0.020768,0.532405,0.046009,0.000000,0.001900,508.786260,0.000000,0.586617,5.965547,1.499022,0.330791,0.505616,0.327450,0.026275,0.000000,0.267228,0.127960,0.000500
nominal_valid,6,182,0.6000,0,0,nominal_valid,0.019021,17.609381,0.002277,1.885527,0.018273,0.000000,0.000449,3444.521162,0.000000,0.543452,9.070971,1.102110,0.510546,0.303361,0.297048,0.015576,0.000000,0.041071,0.487441,0.001000
rare_valid_bounce,7,183,0.7000,0,0,rare_valid_bounce,0.023028,88.998909,0.022256,2.129674,0.086124,0.000000,0.000559,3266.638686,0.000000,0.657952,16.168354,0.805373,0.756176,0.741093,0.543694,0.015568,0.000000,0.000000,0.179651,0.001500
valid_clock_skew,0,184,0.8000,0,0,valid_clock_skew,0.017764,31.920165,0.016502,1.555886,0.025084,0.000000,0.000337,1600.664298,0.000000,0.507547,7.143835,1.240878,0.621402,0.413764,0.292762,0.016850,0.024309,0.376608,0.217005,0.002000
valid_low_friction_slip,1,185,0.9000,0,0,valid_low_friction_slip,0.016972,18.020066,0.000000,1.585059,0.029337,0.000000,0.000508,5445.205681,0.000000,0.484915,2.928740,0.327612,0.637271,0.175499,0.308343,0.015427,0.000000,0.000001,0.153982,0.000000
contact_corruption,2,186,1.0000,1,1,contact_corruption,0.006276,26.927421,2.493558,0.626282,0.006385,0.000000,0.010378,1677.913246,0.000000,0.179304,450.000000,39.554871,0.282696,0.110019,0.087841,0.002592,0.000000,0.000008,16.113196,0.000500
energy_work_corruption,3,187,1.1000,1,1,energy_work_corruption,0.040412,196.843187,0.000000,4.040776,0.357208,0.000000,0.000380,10181.901336,0.000000,1.154637,4.373225,0.442338,0.420685,0.130370,0.534468,0.004164,0.000000,0.000001,0.022105,0.001000
support_levitation,4,188,1.2000,1,1,support_levitation,0.103030,38.736159,0.039917,1.232029,0.182010,0.173913,0.001034,1736.440864,0.000000,2.943729,19.384932,1.935862,0.469391,0.417318,0.563944,0.110624,0.000000,0.000001,0.487841,0.001500
actuator_saturation,5,189,0.4000,1,1,actuator_saturation,0.015698,42.532620,0.004720,0.775486,0.020610,0.000000,0.000682,718.869361,1.539433,0.448506,6.855300,1.576861,0.445280,0.365899,0.270992,0.018389,0.000000,0.328404,0.157475,0.002000
noncausal_teleport,6,190,0.5000,1,1,noncausal_teleport,0.037304,27.661250,0.023288,3.730350,0.027736,0.000000,0.000868,4726.142239,0.000000,1.065815,12.409447,1.699877,0.356023,0.421300,0.304441,0.002937,0.000000,0.000010,0.432970,0.000000
subtle_contact_corruption,7,191,0.6000,1,1,subtle_contact_corruption,0.007658,29.086002,0.567894,0.700341,0.016365,0.000000,0.002825,899.463256,0.000000,0.218795,105.657881,10.496135,0.296913,0.355098,0.228195,0.003548,0.000000,0.015656,3.511862,0.000500
